date,close
2020-10-30,39.5300
2020-09-30,37.5000
2020-08-31,37.5800
2020-07-31,30.8900
2020-06-30,34.1800
2020-05-29,32.1000
2020-04-30,31.2500
2020-03-31,35.6100
2020-02-28,46.1900
2020-01-31,54.9800
2019-12-31,53.9800
2019-11-29,57.6400
2019-10-31,56.1300
2019-09-30,54.0100
2019-08-30,52.3200
2019-07-31,51.5300
2019-06-28,50.7800
2019-05-31,47.6000
2019-04-30,54.2300
2019-03-29,51.9100
2019-02-28,56.0400
2019-01-31,56.7600
2018-12-31,46.4800
2018-11-30,54.6100
2018-10-31,49.1000
2018-09-28,62.4500
2018-08-31,61.3000
2018-07-31,58.1600
2018-06-29,50.8800
2018-05-31,51.0800
2018-04-30,52.8300
2018-03-29,57.2800
2018-02-28,57.8400
2018-01-31,60.8000
2017-12-29,65.4500
2017-11-30,60.6700
2017-10-31,53.8600
2017-09-29,55.9800
2017-08-31,52.1400
2017-07-31,55.5100
2017-06-30,62.1400
2017-05-31,60.0900
2017-04-28,56.2200
2017-03-31,53.7600
2017-02-28,57.8000
2017-01-31,52.3100
2016-12-30,49.8400
2016-11-30,46.6100
2016-10-31,40.0500
2016-09-30,38.8900
2016-08-31,36.8800
2016-07-29,37.0100
2016-06-30,39.2100
2016-05-31,42.4800
2016-04-29,44.6100
2016-03-31,44.8000
2016-02-29,41.9500
2016-01-29,37.6200
2015-12-31,43.0600
2015-11-30,45.8800
2015-10-30,46.2900
2015-09-30,38.0400
2015-08-31,36.7000
2015-07-31,36.2000
2015-06-30,33.0900
2015-05-29,37.0500
2015-04-30,40.5600
2015-03-31,44.3000
2015-02-27,43.2400
2015-01-30,45.1800
2014-12-31,42.3200
2014-11-28,41.8200
2014-10-31,34.4800
2014-09-30,33.7700
2014-08-29,32.0100
2014-07-31,28.2800
2014-06-30,26.8600
2014-05-30,26.4500
2014-04-30,24.1700
2014-03-31,23.6100
2014-02-28,22.4400
2014-01-31,20.9500
2013-12-31,18.8400
2013-11-29,18.5900
2013-10-31,17.2200
2013-09-30,14.5600
2013-08-30,12.8100
2013-07-31,13.8300
2013-06-28,12.8900
2013-05-31,14.1700
2013-04-30,13.7000
2013-03-28,13.4800
2013-02-28,11.7000
2013-01-31,11.2100
2012-12-31,10.2400
2012-11-30,9.5300
2012-10-31,8.8200
2012-09-28,8.7700
2012-08-31,8.9400
2012-07-31,9.1900
2012-06-29,9.2200
2012-05-31,9.0300
2012-04-30,8.2800
2012-03-30,8.2400
2012-02-29,8.9800
2012-01-31,9.5800
2011-12-30,8.5600
2011-11-30,8.3800
2011-10-31,8.5500
2011-09-30,8.0400
2011-08-31,8.6200
2011-07-29,9.9600
2011-06-30,11.4200
2011-05-31,11.8300
2011-04-29,11.7500
2011-03-31,12.6300
2011-02-28,11.8300
2011-01-31,11.8500
2010-12-31,12.9800
2010-11-30,13.3200
2010-10-29,13.7600
2010-09-30,13.0700
2010-08-31,11.0500
2010-07-30,12.0500
2010-06-30,11.1100
2010-05-28,12.4400
2010-04-30,13.1800
2010-03-31,13.2200
2010-02-26,12.5800
2010-01-29,11.3300
2009-12-31,11.4300
2009-11-30,9.2000
2009-10-30,8.4000
2009-09-30,9.6000
2009-08-31,8.5100
2009-07-31,7.8500
2009-06-30,6.7300
2009-05-29,6.7400
2009-04-30,6.9800
2009-03-31,6.3300
2009-02-27,5.8900
2009-01-30,7.0300
2008-12-31,8.6200
2008-11-28,8.6500
2008-10-31,11.7800
2008-09-30,14.5100
2008-08-29,15.2300
2008-07-31,15.5900
2008-06-30,13.0400
2008-05-30,13.0600
2008-04-30,13.2400
2008-03-31,12.4000
2008-02-29,12.2600
2008-01-31,11.7200
2007-12-31,12.2000
2007-11-30,14.1500
2007-10-31,14.2100
2007-09-28,14.8000
2007-08-31,15.1100
2007-07-31,15.6600
2007-06-29,14.9100
2007-05-31,14.3100
2007-04-30,14.3500
2007-03-30,14.7000
2007-02-28,15.1200
2007-01-31,15.1000
2006-12-29,15.3200
2006-11-30,15.7100
2006-10-31,15.0300
2006-09-29,16.6600
2006-08-31,17.3200
2006-07-31,17.9900
2006-06-30,16.3700
2006-05-31,16.1000
2006-04-28,16.2200
2006-03-31,17.9900
2006-02-28,16.7700
2006-01-31,16.4600
2005-12-30,16.4300
2005-11-30,16.5000
2005-10-31,16.0100
2005-09-30,14.8500
2005-08-31,13.3200
2005-07-29,14.1900
2005-06-30,13.9300
2005-05-31,14.5500
2005-04-29,14.8800
2005-03-31,14.2400
2005-02-28,13.8500
2005-01-31,14.4800
2004-12-31,16.2800
2004-11-30,15.7300
2004-10-29,15.7700
2004-09-30,13.6200
2004-08-31,14.8200
2004-07-30,14.4700
2004-06-30,16.7700
2004-05-28,15.5100
2004-04-30,14.2800
2004-03-31,14.2100
2004-02-27,13.8100
2004-01-30,14.9500
2003-12-31,16.1400
2003-11-28,17.9800
2003-10-31,19.4000
2003-09-30,17.7000
2003-08-29,17.0900
2003-07-31,16.4100
2003-06-30,17.2000
2003-05-30,16.0700
2003-04-30,15.9600
2003-03-31,14.3600
2003-02-28,12.0700
2003-01-31,13.0500
2002-12-31,13.9000
2002-11-29,16.7000
2002-10-31,14.6000
2002-09-30,13.0600
2002-08-30,14.2100
2002-07-31,13.8100
2002-06-28,16.1600
2002-05-31,17.0300
2002-04-30,18.2100
2002-03-28,19.3500
2002-02-28,21.1100
2002-01-31,18.9400
2001-12-31,18.4800
2001-11-30,18.7500
2001-10-31,15.9000
2001-09-28,14.8400
2001-08-31,17.8900
2001-07-31,20.0100
2001-06-29,18.4900
2001-05-31,20.0000
2001-04-30,18.2100
2001-03-30,17.7500
2001-02-28,18.6000
2001-01-31,31.3300
2000-12-29,33.5300
2000-11-30,31.5600
2000-10-31,28.5000
2000-09-29,24.2500
2000-08-31,22.6400
2000-07-31,23.6300
2000-06-30,18.9400
2000-05-31,19.7500
2000-04-28,21.6900
2000-03-31,20.8100
2000-02-29,18.4400
2000-01-31,15.9400
1999-12-31,16.1300
