<<<<<<< HEAD
fiscalDateEnding,accountsPayable,accumulatedAmortization,accumulatedDepreciation,additionalPaidInCapital,capitalLeaseObligations,capitalSurplus,cash,cashAndShortTermInvestments,commonStock,commonStockSharesOutstanding,commonStockTotalEquity,currentLongTermDebt,deferredLongTermAssetCharges,deferredLongTermLiabilities,earningAssets,goodwill,intangibleAssets,inventory,liabilitiesAndShareholderEquity,longTermDebt,longTermInvestments,negativeGoodwill,netReceivables,netTangibleAssets,otherAssets,otherCurrentAssets,otherCurrentLiabilities,otherLiabilities,otherNonCurrentLiabilities,otherNonCurrrentAssets,otherShareholderEquity,preferredStockRedeemable,preferredStockTotalEquity,propertyPlantEquipment,reportedCurrency,retainedEarnings,retainedEarningsTotalEquity,shortTermDebt,shortTermInvestments,totalAssets,totalCurrentAssets,totalCurrentLiabilities,totalLiabilities,totalLongTermDebt,totalNonCurrentAssets,totalNonCurrentLiabilities,totalPermanentEquity,totalShareholderEquity,treasuryStock,warrants
2018-03-31,834000000,None,-3011000000,0,None,190000000,177000000,1528000000,1000000,123350124,1000000,387000000,None,1474000000,None,1943000000,2075000000,62000000,10848000000,2062000000,None,None,350000000,5501000000,2331000000,174000000,1771000000,1983000000,881000000,2331000000,-440000000,None,0,6403000000,USD,4219000000,4219000000,387000000,1351000000,10848000000,2114000000,2992000000,5347000000,2062000000,8734000000,2355000000,0,3439000000,-531000000,None
2017-12-31,1456000000,None,-2991000000,0,None,164000000,194000000,1621000000,1000000,123060638,1000000,310000000,None,0,None,1943000000,2076000000,57000000,10740000000,2262000000,8000000,None,341000000,3721000000,2310000000,127000000,937000000,1603000000,2057000000,2310000000,-380000000,None,0,6284000000,USD,4454000000,4454000000,307000000,1427000000,10740000000,2146000000,2700000000,7019000000,2262000000,8594000000,4319000000,0,3721000000,-518000000,None
2017-09-30,1328000000,None,-3078000000,0,None,156000000,144000000,1740000000,1000000,123387158,1000000,334000000,None,1364000000,None,1934000000,2069000000,57000000,10739000000,2367000000,None,None,301000000,5858000000,2295000000,116000000,1103000000,1434000000,752000000,2295000000,-289000000,None,0,6230000000,USD,4117000000,4117000000,334000000,1596000000,10739000000,2214000000,2765000000,4881000000,2367000000,8525000000,2116000000,0,3491000000,-494000000,None
2017-06-30,1382000000,None,-3059000000,0,None,135000000,198000000,1922000000,1000000,123520517,1000000,2806000000,None,1250000000,None,1940000000,2077000000,52000000,10720000000,2469000000,None,None,326000000,5733000000,2293000000,125000000,1255000000,1415000000,763000000,2293000000,-294000000,None,0,6002000000,USD,3888000000,3888000000,337000000,1724000000,10720000000,2425000000,2974000000,4987000000,2469000000,8295000000,2013000000,0,3264000000,-466000000,None
2017-03-31,1285000000,None,-3008000000,0,None,126000000,183000000,1710000000,1000000,123729188,1000000,332000000,None,1150000000,None,1942000000,139000000,50000000,10302000000,2531000000,None,None,321000000,3464000000,2280000000,132000000,1218000000,1413000000,772000000,2280000000,-299000000,None,0,5809000000,USD,3629000000,3629000000,332000000,1527000000,10302000000,2213000000,2835000000,4757000000,2531000000,10170000000,1922000000,0,3014000000,-443000000,None
2016-12-31,1367000000,None,-2929000000,0,None,110000000,328000000,1580000000,1000000,123328051,1000000,324000000,None,0,None,1934000000,2077000000,47000000,9962000000,2645000000,None,None,302000000,2931000000,2246000000,121000000,849000000,1388000000,1851000000,2246000000,-305000000,None,0,5666000000,USD,3568000000,3568000000,319000000,1252000000,9962000000,2050000000,2535000000,7031000000,2645000000,7912000000,4496000000,0,2931000000,-443000000,None
2016-09-30,1063000000,None,-2877000000,0,None,103000000,1818000000,3226000000,1000000,123266014,1000000,275000000,None,1224000000,None,0,0,44000000,8699000000,1861000000,None,None,232000000,4725000000,68000000,98000000,785000000,1118000000,627000000,68000000,-284000000,None,0,5031000000,USD,3488000000,3488000000,275000000,1408000000,8699000000,3600000000,2123000000,3974000000,1861000000,5099000000,1851000000,0,2864000000,-444000000,None
2016-06-30,1074000000,None,-2784000000,0,None,91000000,81000000,1607000000,1000000,123079519,1000000,117000000,None,1201000000,None,0,0,45000000,7035000000,509000000,None,None,254000000,3136000000,73000000,97000000,870000000,1117000000,637000000,73000000,-287000000,None,0,4959000000,USD,3266000000,3266000000,117000000,1526000000,7035000000,2003000000,2061000000,3899000000,509000000,5032000000,1838000000,0,2627000000,-444000000,None
2016-03-31,1085000000,None,-2699000000,0,None,86000000,78000000,1564000000,1000000,123913223,1000000,116000000,None,1145000000,None,0,0,45000000,6829000000,531000000,None,None,235000000,2986000000,76000000,79000000,868000000,1096000000,629000000,76000000,-294000000,None,0,4830000000,USD,3039000000,3039000000,116000000,1486000000,6829000000,1923000000,2069000000,3843000000,531000000,4906000000,1774000000,0,2455000000,-377000000,None
2015-12-31,1022000000,None,-2614000000,0,None,73000000,73000000,1328000000,1000000,125175325,1000000,119000000,None,0,None,0,0,51000000,6533000000,571000000,None,None,212000000,2411000000,68000000,72000000,669000000,1063000000,1745000000,68000000,-303000000,None,0,4802000000,USD,2890000000,2890000000,115000000,1255000000,6533000000,1663000000,1806000000,4122000000,571000000,4870000000,2316000000,0,2411000000,-250000000,None
2015-09-30,977000000,None,-2534000000,0,None,70000000,88000000,1258000000,1000000,126701469,1000000,None,None,1162000000,None,0,0,52000000,6564000000,593000000,None,None,331000000,2958000000,115000000,74000000,760000000,1006000000,590000000,115000000,-303000000,None,0,4734000000,USD,2724000000,2724000000,117000000,1170000000,6564000000,1715000000,1854000000,3606000000,593000000,4849000000,1752000000,0,2365000000,-127000000,None
=======
fiscalDateEnding,reportedCurrency,totalAssets,intangibleAssets,earningAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,deferredLongTermLiabilities,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,currentLongTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,totalPermanentEquity,additionalPaidInCapital,commonStockTotalEquity,preferredStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,accumulatedAmortization,otherNonCurrrentAssets,deferredLongTermAssetCharges,totalNonCurrentAssets,capitalLeaseObligations,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,negativeGoodwill,warrants,preferredStockRedeemable,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments,accumulatedDepreciation,commonStockSharesOutstanding
2020-09-30,USD,323888000000,None,None,11264000000,258549000000,65339000000,None,49327000000,50779000000,14966000000,54490000000,None,33952000000,20243000000,105392000000,4996000000,None,-2252000000,45336000000,143713000000,100887000000,65339000000,52927000000,16120000000,98667000000,4061000000,42296000000,None,None,50779000000,None,14966000000,None,None,42522000000,None,180175000000,None,99304000000,54490000000,153157000000,None,None,None,None,323888000000,90943000000,None,16976763000
2020-06-30,USD,317344000000,None,None,10987000000,245062000000,72282000000,None,35005000000,48696000000,24136000000,47606000000,None,32836000000,13130000000,95318000000,11166000000,18675000000,-2163000000,43851000000,140065000000,100592000000,72282000000,59642000000,17882000000,94048000000,3978000000,35325000000,None,None,48696000000,None,24136000000,None,None,41000000000,None,177279000000,None,94678000000,27508000000,149744000000,None,None,None,None,317344000000,93025000000,None,4283939000
2020-03-31,USD,320400000000,None,None,15691000000,241975000000,78425000000,None,37324000000,48032000000,33182000000,48745000000,None,33868000000,15769000000,96094000000,10029000000,20421000000,-1315000000,43986000000,143753000000,98793000000,78425000000,53877000000,15722000000,89086000000,3334000000,32421000000,None,None,48032000000,None,33182000000,None,None,41965000000,None,176647000000,None,89715000000,28607000000,145881000000,None,None,None,None,320400000000,94051000000,None,4323987000
2019-12-31,USD,340618000000,None,None,12026000000,251087000000,89531000000,None,36263000000,45972000000,43977000000,48648000000,None,33195000000,28388000000,102161000000,4990000000,15214000000,-1240000000,44293000000,163231000000,99899000000,89531000000,67391000000,20970000000,93078000000,4097000000,45111000000,None,None,45972000000,None,43977000000,None,None,40457000000,None,177387000000,None,93705000000,27650000000,148926000000,None,None,None,None,340618000000,107162000000,None,4384959000
2019-09-30,USD,338516000000,None,None,12352000000,248028000000,90488000000,None,37720000000,45174000000,45898000000,50503000000,None,32978000000,36640000000,105718000000,5980000000,16240000000,-1291000000,37378000000,162819000000,105341000000,90488000000,51713000000,22926000000,91807000000,4106000000,46236000000,None,None,45174000000,None,45898000000,None,None,32978000000,None,175697000000,None,91807000000,20958000000,142310000000,None,None,None,None,338516000000,100557000000,None,4443236000
2019-06-30,USD,322239000000,None,None,10530000000,225783000000,96456000000,None,37107000000,43371000000,53724000000,51143000000,None,33634000000,50530000000,89704000000,23482000000,23482000000,-639000000,37636000000,134973000000,115996000000,96456000000,44084000000,26474000000,84936000000,3355000000,29115000000,None,None,43371000000,None,53724000000,None,None,33634000000,None,187266000000,None,84936000000,51143000000,136079000000,None,None,None,None,322239000000,94614000000,None,4531395000
2019-03-31,USD,341998000000,None,None,12092000000,236138000000,105860000000,None,40900000000,42801000000,64558000000,52165000000,None,34587000000,37988000000,93772000000,22429000000,22429000000,-1499000000,38746000000,123346000000,145319000000,105860000000,42104000000,26278000000,90201000000,4884000000,30443000000,None,None,42801000000,None,64558000000,None,None,34587000000,None,218652000000,None,90201000000,52165000000,142366000000,None,None,None,None,341998000000,80092000000,None,4607284000
2018-12-31,USD,373719000000,None,None,12432000000,255827000000,117892000000,None,42249000000,40970000000,80510000000,54555000000,None,34686000000,44771000000,108283000000,21741000000,9772000000,-3588000000,39597000000,140828000000,158608000000,117892000000,41656000000,36981000000,92989000000,4988000000,44293000000,None,None,40970000000,None,80510000000,None,None,34686000000,None,232891000000,None,92989000000,54555000000,147544000000,None,None,None,None,373719000000,86427000000,None,4729803000
2018-09-30,USD,365725000000,0,None,12087000000,258578000000,107147000000,2797000000,40230000000,40201000000,70400000000,47977000000,0,22283000000,25913000000,116866000000,20748000000,8784000000,-3454000000,41304000000,131339000000,170799000000,107147000000,40388000000,48995000000,93735000000,3956000000,55888000000,0,0,40201000000,0,70400000000,0,None,22283000000,None,234386000000,None,93735000000,45180000000,141712000000,None,None,None,None,365725000000,66301000000,None,4754986000
2018-06-30,USD,349197000000,0,None,12488000000,234248000000,114949000000,2878000000,7403000000,38624000000,79436000000,48572000000,0,22546000000,31971000000,88548000000,17472000000,5498000000,-3111000000,38117000000,115761000000,172773000000,114949000000,38999000000,26367000000,97128000000,5936000000,63673000000,0,0,38624000000,0,79436000000,0,None,22546000000,None,233436000000,None,97128000000,45694000000,145700000000,None,None,None,None,349197000000,70970000000,None,4842917000
2018-03-31,USD,367502000000,0,None,12043000000,240624000000,126878000000,3087000000,7775000000,38044000000,91898000000,49942000000,0,23086000000,45059000000,89320000000,20478000000,8498000000,-3064000000,35077000000,130053000000,179286000000,126878000000,42881000000,22408000000,101362000000,7662000000,61067000000,0,0,38044000000,0,91898000000,0,None,23086000000,None,237449000000,None,101362000000,46855000000,151304000000,None,None,None,None,367502000000,87940000000,None,4943282000
2017-12-31,USD,406794000000,2149000000,None,11337000000,266595000000,140199000000,3131000000,8044000000,36447000000,104593000000,46337000000,5889000000,229305000000,27491000000,115788000000,18478000000,6498000000,-841000000,33679000000,143810000000,207944000000,132161000000,49662000000,50899000000,103922000000,4421000000,89266000000,0,0,36447000000,0,104593000000,0,None,13323000000,None,262984000000,None,103922000000,43754000000,150807000000,None,None,None,None,406794000000,77153000000,None,5081651000
2017-09-30,USD,375319000000,2298000000,None,13936000000,241272000000,134047000000,2836000000,7548000000,35867000000,98330000000,11747000000,5717000000,212891000000,20289000000,100814000000,18473000000,6496000000,-150000000,33783000000,128645000000,194714000000,126032000000,53892000000,35673000000,97207000000,4855000000,74793000000,0,0,35867000000,0,98330000000,0,None,10162000000,None,246674000000,None,97207000000,40415000000,140458000000,None,None,None,None,375319000000,74181000000,None,5126201000
2017-06-30,USD,345173000000,2444000000,None,10338000000,212748000000,132425000000,2984000000,7608000000,34445000000,98525000000,11391000000,5661000000,203012000000,18571000000,81302000000,18475000000,108603000000,-545000000,29286000000,112875000000,184757000000,124320000000,58188000000,22632000000,89864000000,3146000000,55219000000,0,0,34445000000,0,98525000000,0,None,10150000000,None,232298000000,None,89864000000,38598000000,131446000000,None,None,None,None,345173000000,76759000000,None,5169782000
2017-03-31,USD,334532000000,2617000000,None,11367000000,200450000000,134082000000,3107000000,7682000000,33579000000,100925000000,14351000000,5473000000,205379000000,15157000000,73342000000,13999000000,13991000000,-422000000,27163000000,101990000000,189740000000,125992000000,51944000000,20612000000,84531000000,2910000000,51669000000,0,0,33579000000,0,100925000000,0,None,7549000000,None,232542000000,None,84531000000,39470000000,127108000000,None,None,None,None,334532000000,67101000000,None,5205815000
2016-12-31,USD,331141000000,2848000000,None,12191000000,198751000000,132390000000,3163000000,7889000000,32144000000,100001000000,14116000000,5423000000,201299000000,16371000000,84130000000,13992000000,13992000000,245000000,26510000000,103332000000,185638000000,124119000000,44081000000,27977000000,73557000000,2712000000,62249000000,0,0,32144000000,0,100001000000,0,None,7390000000,None,227809000000,None,73557000000,37901000000,114621000000,None,None,None,None,331141000000,60452000000,None,5255423000
2016-09-30,USD,321686000000,3206000000,None,8283000000,193437000000,128249000000,2930000000,8080000000,31251000000,96364000000,12985000000,5414000000,187807000000,20484000000,79006000000,11600000000,3500000000,634000000,27010000000,106869000000,170430000000,119629000000,46671000000,29299000000,75427000000,2132000000,59321000000,0,0,31251000000,0,96364000000,0,None,8757000000,None,214817000000,None,75427000000,36074000000,114431000000,None,None,None,None,321686000000,67155000000,None,5336166000
2016-06-30,USD,305602000000,3506000000,None,11132000000,179061000000,126541000000,3064000000,8352000000,30106000000,96542000000,14076000000,5261000000,186393000000,18237000000,71486000000,15996000000,15996000000,-107000000,25448000000,93761000000,169764000000,117774000000,43519000000,19042000000,68939000000,1831000000,47138000000,0,0,30106000000,0,96542000000,0,None,7862000000,None,211841000000,None,68939000000,35572000000,107575000000,None,None,None,None,305602000000,61756000000,None,5393165000
2016-03-31,USD,305277000000,3843000000,None,10204000000,174820000000,130457000000,3322000000,9461000000,29484000000,102021000000,14226000000,5249000000,194482000000,21514000000,68265000000,10498000000,10498000000,-1048000000,23203000000,87592000000,177645000000,121365000000,33769000000,19824000000,69374000000,2281000000,48306000000,0,0,29484000000,0,102021000000,0,None,7745000000,None,217685000000,None,69374000000,33859000000,106555000000,None,None,None,None,305277000000,55283000000,None,5478446000
2015-12-31,USD,293284000000,3924000000,None,11073000000,165017000000,128267000000,3546000000,8989000000,28253000000,101494000000,14104000000,5202000000,194765000000,16689000000,76092000000,9759000000,None,-1480000000,22300000000,76219000000,177665000000,119141000000,21385000000,24621000000,53204000000,2451000000,57344000000,0,0,28253000000,0,101494000000,0,None,7974000000,None,217065000000,None,53204000000,32175000000,88925000000,None,None,None,None,293284000000,38074000000,None,5544487000
2015-09-30,USD,290479000000,3893000000,None,9539000000,171124000000,119355000000,3624000000,8940000000,27416000000,92284000000,12989000000,5116000000,178630000000,21120000000,80610000000,10999000000,2513000000,-345000000,22471000000,89378000000,164065000000,110346000000,20481000000,35889000000,53463000000,2349000000,60671000000,0,0,27416000000,0,92284000000,0,None,5556000000,None,201101000000,None,53463000000,33427000000,90514000000,None,None,None,None,290479000000,41601000000,None,5578753000
>>>>>>> e6f22e16a64446618edc7e276c51564494c65ddd
