date,close
2020-10-30,27.2400
2020-09-30,29.4200
2020-08-31,31.0800
2020-07-31,26.2200
2020-06-30,29.2900
2020-05-29,30.1100
2020-04-30,26.1500
2020-03-31,22.1400
2020-02-28,38.3600
2020-01-31,42.9400
2019-12-31,47.5200
2019-11-29,46.4300
2019-10-31,43.9800
2019-09-30,41.8200
2019-08-30,41.5400
2019-07-31,41.7900
2019-06-28,41.3400
2019-05-31,36.0000
2019-04-30,38.5600
2019-03-29,34.3500
2019-02-28,37.3600
2019-01-31,37.9400
2018-12-31,30.2100
2018-11-30,38.8600
2018-10-31,38.1000
2018-09-28,45.8800
2018-08-31,46.2100
2018-07-31,43.9600
2018-06-29,41.9700
2018-05-31,44.4100
2018-04-30,41.6900
2018-03-29,42.6200
2018-02-28,43.6700
2018-01-31,48.6200
2017-12-29,48.0900
2017-11-30,43.3000
2017-10-31,43.4500
2017-09-29,42.6200
2017-08-31,40.6400
2017-07-31,39.5800
2017-06-30,37.3600
2017-05-31,36.9200
2017-04-28,38.1400
2017-03-31,38.7500
2017-02-28,38.9300
2017-01-31,36.3800
2016-12-30,34.3300
2016-11-30,35.8600
2016-10-31,30.2600
2016-09-30,28.5800
2016-08-31,29.3800
2016-07-29,28.8100
2016-06-30,26.7800
2016-05-31,30.0500
2016-04-29,30.4800
2016-03-31,32.1200
2016-02-29,30.0500
2016-01-29,25.7600
2015-12-31,33.4800
2015-11-30,33.6300
2015-10-30,33.7100
2015-09-30,30.9200
2015-08-31,32.1700
2015-07-31,35.3500
2015-06-30,33.9000
2015-05-29,37.6300
2015-04-30,38.6300
2015-03-31,37.7400
2015-02-27,38.2400
2015-01-30,34.9400
2014-12-31,34.3100
2014-11-28,38.0300
2014-10-31,36.5900
2014-09-30,32.5000
2014-08-29,37.9000
2014-07-31,34.4500
2014-06-30,38.5800
2014-05-30,41.2600
2014-04-30,35.8700
2014-03-31,37.2900
2014-02-28,36.9500
2014-01-31,31.4800
2013-12-31,31.0800
2013-11-29,31.6700
2013-10-31,29.4000
2013-09-30,27.6600
2013-08-30,25.8000
2013-07-31,27.8800
2013-06-28,27.5900
2013-05-31,28.0000
2013-04-30,27.5100
2013-03-28,29.3200
2013-02-28,27.1700
2013-01-31,23.8700
2012-12-31,21.5000
2012-11-30,22.2500
2012-10-31,20.8200
2012-09-28,20.4000
2012-08-31,20.6200
2012-07-31,19.6800
2012-06-29,19.3900
2012-05-31,20.9300
2012-04-30,23.5200
2012-03-30,24.0700
2012-02-29,24.5900
2012-01-31,25.2600
2011-12-30,23.7100
2011-11-30,22.4200
2011-10-31,22.3300
2011-09-30,19.2000
2011-08-31,22.8100
2011-07-29,24.4300
2011-06-30,24.2900
2011-05-31,28.5000
